record_id,image_path,object_key,public_url
"x-1972762970259386581","assets/midjourney-x-discussions/playing-transparent-product-renders-mj-v7-prompt-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1972762970259386581/playing-transparent-product-renders-mj-v7-prompt-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1972762970259386581/playing-transparent-product-renders-mj-v7-prompt-1.jpg"
"x-1975859579884818607","assets/midjourney-x-discussions/marble-bust-statue-inspired-by-ancient-greek-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1975859579884818607/marble-bust-statue-inspired-by-ancient-greek-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1975859579884818607/marble-bust-statue-inspired-by-ancient-greek-1.jpg"
"x-1976195940915818647","assets/midjourney-x-discussions/new-style-sref-2780790935-creamy-dreamlike-long-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1976195940915818647/new-style-sref-2780790935-creamy-dreamlike-long-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1976195940915818647/new-style-sref-2780790935-creamy-dreamlike-long-1.jpg"
"x-1978377850727321719","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-15-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1978377850727321719/midjourney-v7-prompt-chaos-15-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1978377850727321719/midjourney-v7-prompt-chaos-15-ar-3-1.jpg"
"x-1979651847162908894","assets/midjourney-x-discussions/vhs-style-footage-white-kitty-wearing-sparkling-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1979651847162908894/vhs-style-footage-white-kitty-wearing-sparkling-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1979651847162908894/vhs-style-footage-white-kitty-wearing-sparkling-1.jpg"
"x-1980715939654926683","assets/midjourney-x-discussions/humanoid-runner-retro-crt-computer-monitor-head-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1980715939654926683/humanoid-runner-retro-crt-computer-monitor-head-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1980715939654926683/humanoid-runner-retro-crt-computer-monitor-head-1.jpg"
"x-1982167552416772222","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-6-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1982167552416772222/midjourney-v7-prompt-chaos-6-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1982167552416772222/midjourney-v7-prompt-chaos-6-ar-3-1.jpg"
"x-1983813401987182807","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-17-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1983813401987182807/midjourney-v7-prompt-chaos-17-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1983813401987182807/midjourney-v7-prompt-chaos-17-ar-3-1.jpg"
"x-1985473418171728111","assets/midjourney-x-discussions/extreme-close-up-gundam-sandrocks-head-shoulders-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1985473418171728111/extreme-close-up-gundam-sandrocks-head-shoulders-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1985473418171728111/extreme-close-up-gundam-sandrocks-head-shoulders-1.jpg"
"x-1985625597457154058","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-20-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1985625597457154058/midjourney-v7-prompt-chaos-20-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1985625597457154058/midjourney-v7-prompt-chaos-20-ar-3-1.jpg"
"x-1986349364194034090","assets/midjourney-x-discussions/midjourney-v7-prompt-ar-3-4-exp-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986349364194034090/midjourney-v7-prompt-ar-3-4-exp-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986349364194034090/midjourney-v7-prompt-ar-3-4-exp-1.jpg"
"x-1986398713103729016","assets/midjourney-x-discussions/two-pairs-jordan-1-sneakers-laces-tied-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986398713103729016/two-pairs-jordan-1-sneakers-laces-tied-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986398713103729016/two-pairs-jordan-1-sneakers-laces-tied-1.jpg"
"x-1986713255470092712","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-18-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986713255470092712/midjourney-v7-prompt-chaos-18-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986713255470092712/midjourney-v7-prompt-chaos-18-ar-3-1.jpg"
"x-1986780494457884807","assets/midjourney-x-discussions/cinematic-minimal-landscape-photography-lone-man-walking-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986780494457884807/cinematic-minimal-landscape-photography-lone-man-walking-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986780494457884807/cinematic-minimal-landscape-photography-lone-man-walking-1.jpg"
"x-1986879577189224803","assets/midjourney-x-discussions/aesthetic-collage-retro-anime-style-1970s-1980s-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986879577189224803/aesthetic-collage-retro-anime-style-1970s-1980s-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986879577189224803/aesthetic-collage-retro-anime-style-1970s-1980s-1.jpg"
"x-1986904260362043426","assets/midjourney-x-discussions/massive-brutalist-soviet-style-building-emerging-powerfully-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1986904260362043426/massive-brutalist-soviet-style-building-emerging-powerfully-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1986904260362043426/massive-brutalist-soviet-style-building-emerging-powerfully-1.jpg"
"x-1987051459415056765","assets/midjourney-x-discussions/front-view-orange-dodge-demon-middle-empty-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1987051459415056765/front-view-orange-dodge-demon-middle-empty-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1987051459415056765/front-view-orange-dodge-demon-middle-empty-1.jpg"
"x-1987075645629980689","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-8-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1987075645629980689/midjourney-v7-prompt-chaos-8-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1987075645629980689/midjourney-v7-prompt-chaos-8-ar-3-1.jpg"
"x-1987909110889902244","assets/midjourney-x-discussions/single-serene-figure-pristine-california-style-beach-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1987909110889902244/single-serene-figure-pristine-california-style-beach-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1987909110889902244/single-serene-figure-pristine-california-style-beach-1.jpg"
"x-1988102000387723350","assets/midjourney-x-discussions/cinematic-dreamcore-lo-fi-surrealism-volumetric-fog-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1988102000387723350/cinematic-dreamcore-lo-fi-surrealism-volumetric-fog-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1988102000387723350/cinematic-dreamcore-lo-fi-surrealism-volumetric-fog-1.jpg"
"x-1989249217446178994","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-11-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1989249217446178994/midjourney-v7-prompt-chaos-11-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1989249217446178994/midjourney-v7-prompt-chaos-11-ar-3-1.jpg"
"x-1989308846381121655","assets/midjourney-x-discussions/vibrant-pop-art-illustration-stylish-woman-dynamic-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1989308846381121655/vibrant-pop-art-illustration-stylish-woman-dynamic-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1989308846381121655/vibrant-pop-art-illustration-stylish-woman-dynamic-1.jpg"
"x-1989649075843862613","assets/midjourney-x-discussions/close-up-human-hand-holding-real-triangular-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1989649075843862613/close-up-human-hand-holding-real-triangular-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1989649075843862613/close-up-human-hand-holding-real-triangular-1.jpg"
"x-1991069019386880047","assets/midjourney-x-discussions/new-style-sref-1847019467-traditional-offset-press-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1991069019386880047/new-style-sref-1847019467-traditional-offset-press-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1991069019386880047/new-style-sref-1847019467-traditional-offset-press-1.jpg"
"x-1991424549230166437","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-33-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1991424549230166437/midjourney-v7-prompt-chaos-33-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1991424549230166437/midjourney-v7-prompt-chaos-33-ar-3-1.jpg"
"x-1991433466882244708","assets/midjourney-x-discussions/stencil-street-art-style-banksy-silhouette-slouched-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1991433466882244708/stencil-street-art-style-banksy-silhouette-slouched-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1991433466882244708/stencil-street-art-style-banksy-silhouette-slouched-1.jpg"
"x-1992149574715412516","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-7-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1992149574715412516/midjourney-v7-prompt-chaos-7-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1992149574715412516/midjourney-v7-prompt-chaos-7-ar-3-1.jpg"
"x-1992400170684743888","assets/midjourney-x-discussions/does-anyone-realize-how-hard-it-is-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1992400170684743888/does-anyone-realize-how-hard-it-is-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1992400170684743888/does-anyone-realize-how-hard-it-is-1.jpg"
"x-1992960245413343431","assets/midjourney-x-discussions/do-idea-logo-80s-retro-aesthetic-gengar-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1992960245413343431/do-idea-logo-80s-retro-aesthetic-gengar-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1992960245413343431/do-idea-logo-80s-retro-aesthetic-gengar-1.jpg"
"x-1993235486480253316","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-10-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1993235486480253316/midjourney-v7-prompt-chaos-10-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1993235486480253316/midjourney-v7-prompt-chaos-10-ar-3-1.jpg"
"x-1993837172768563452","assets/midjourney-x-discussions/70s-eu-comic-art-stylemidjourney-v7v6niji6midjourney-v6-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1993837172768563452/70s-eu-comic-art-stylemidjourney-v7v6niji6midjourney-v6-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1993837172768563452/70s-eu-comic-art-stylemidjourney-v7v6niji6midjourney-v6-1.jpg"
"x-1994330448365846892","assets/midjourney-x-discussions/new-style-sref-2782365120-hologram-neon-chromatic-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1994330448365846892/new-style-sref-2782365120-hologram-neon-chromatic-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1994330448365846892/new-style-sref-2782365120-hologram-neon-chromatic-1.jpg"
"x-1994684276923896064","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-9-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1994684276923896064/midjourney-v7-prompt-chaos-9-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1994684276923896064/midjourney-v7-prompt-chaos-9-ar-3-1.jpg"
"x-1995047168986829038","assets/midjourney-x-discussions/midjourney-v7-prompt-l-chaos-12-ar-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1995047168986829038/midjourney-v7-prompt-l-chaos-12-ar-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1995047168986829038/midjourney-v7-prompt-l-chaos-12-ar-1.jpg"
"x-1995772466464260431","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-22-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1995772466464260431/midjourney-v7-prompt-chaos-22-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1995772466464260431/midjourney-v7-prompt-chaos-22-ar-3-1.jpg"
"x-1995857186652913863","assets/midjourney-x-discussions/so-i-m-looking-around-wavespeed-ai-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1995857186652913863/so-i-m-looking-around-wavespeed-ai-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1995857186652913863/so-i-m-looking-around-wavespeed-ai-1.jpg"
"x-1996134846209667398","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-12-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1996134846209667398/midjourney-v7-prompt-chaos-12-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1996134846209667398/midjourney-v7-prompt-chaos-12-ar-3-1.jpg"
"x-1996496974946914734","assets/midjourney-x-discussions/midjourney-v7-prompt-chaos-13-ar-3-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1996496974946914734/midjourney-v7-prompt-chaos-13-ar-3-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1996496974946914734/midjourney-v7-prompt-chaos-13-ar-3-1.jpg"
"x-1996843784525803579","assets/midjourney-x-discussions/sref-code-drop-sref-sref-140751051-today-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1996843784525803579/sref-code-drop-sref-sref-140751051-today-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1996843784525803579/sref-code-drop-sref-sref-140751051-today-1.jpg"
"x-1998679167055823281","assets/midjourney-x-discussions/exploring-style-sref-4226857592-watercolour-brush-amp-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-1998679167055823281/exploring-style-sref-4226857592-watercolour-brush-amp-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-1998679167055823281/exploring-style-sref-4226857592-watercolour-brush-amp-1.jpg"
"x-2001313619544604693","assets/midjourney-x-discussions/black-teenager-performs-difficult-skateboarding-tricks-graffiti-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2001313619544604693/black-teenager-performs-difficult-skateboarding-tricks-graffiti-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2001313619544604693/black-teenager-performs-difficult-skateboarding-tricks-graffiti-1.jpg"
"x-2002004319256883245","assets/midjourney-x-discussions/sref-code-drop-sref-2723804611-today-s-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2002004319256883245/sref-code-drop-sref-2723804611-today-s-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2002004319256883245/sref-code-drop-sref-2723804611-today-s-1.jpg"
"x-2002395847074644347","assets/midjourney-x-discussions/style-colin-thompson-enchanted-christmas-wonderland-snow-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2002395847074644347/style-colin-thompson-enchanted-christmas-wonderland-snow-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2002395847074644347/style-colin-thompson-enchanted-christmas-wonderland-snow-1.jpg"
"x-2002736365541437780","assets/midjourney-x-discussions/yesterday-s-prompt-battles-one-challenges-was-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2002736365541437780/yesterday-s-prompt-battles-one-challenges-was-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2002736365541437780/yesterday-s-prompt-battles-one-challenges-was-1.jpg"
"x-2005007017682059507","assets/midjourney-x-discussions/sref-code-drop-sref-3368371649-today-s-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2005007017682059507/sref-code-drop-sref-3368371649-today-s-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2005007017682059507/sref-code-drop-sref-3368371649-today-s-1.jpg"
"x-2005202067246445023","assets/midjourney-x-discussions/midjourney-v7-pattern-styles-here-are-4-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2005202067246445023/midjourney-v7-pattern-styles-here-are-4-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2005202067246445023/midjourney-v7-pattern-styles-here-are-4-1.jpg"
"x-2005269851594469640","assets/midjourney-x-discussions/one-yesterday-s-prompt-challenges-was-pizza-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2005269851594469640/one-yesterday-s-prompt-challenges-was-pizza-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2005269851594469640/one-yesterday-s-prompt-challenges-was-pizza-1.jpg"
"x-2005707146084716728","assets/midjourney-x-discussions/exploring-midjourney-v7-style-codes-style-code-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2005707146084716728/exploring-midjourney-v7-style-codes-style-code-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2005707146084716728/exploring-midjourney-v7-style-codes-style-code-1.jpg"
"x-2007862449421087212","assets/midjourney-x-discussions/is-there-syntax-trigger-specific-inpainting-masks-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2007862449421087212/is-there-syntax-trigger-specific-inpainting-masks-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2007862449421087212/is-there-syntax-trigger-specific-inpainting-masks-1.jpg"
"x-2008343136599441703","assets/midjourney-x-discussions/chaos-15-ar-4-5-exp-100-1.jpg","prompt-libraries/awesome-ai-prompts/midjourney/x-2008343136599441703/chaos-15-ar-4-5-exp-100-1.jpg","https://pub-911e4fa03f0c4323a80d8f3dc99d1c7f.r2.dev/prompt-libraries/awesome-ai-prompts/midjourney/x-2008343136599441703/chaos-15-ar-4-5-exp-100-1.jpg"
